fpr,tpr
0.0,0.0
0.0,1.719217412233951e-05
0.0,0.0015988721933775745
0.0,0.0016332565416222536
0.0,0.0027163635113296425
0.0,0.0027851322078190008
0.0,0.002922669600797717
0.0,0.0029570539490423957
0.0,0.0031805522126328095
0.0,0.0032149365608774884
0.0,0.003472819172712581
0.0,0.0035072035209572604
0.0,0.0038166626551593714
0.0,0.0038510470034040503
0.0,0.003954200048138088
0.0,0.003988584396382767
0.0,0.0040745452669944645
0.0,0.004108929615239143
0.0,0.004298043530584878
0.0,0.004366812227074236
0.0,0.004521541794175291
0.0,0.004555926142419971
0.0,0.004710655709521026
0.0,0.004745040057765705
0.0,0.004796616580132723
0.0,0.004831000928377403
0.0,0.005071691366090156
0.0,0.005106075714334835
0.0,0.005243613107313551
0.0,0.00527799745555823
0.0,0.005329573977925248
0.0,0.005363958326169927
0.0,0.005535880067393323
0.0,0.0055702644156380016
0.0,0.005776570505106076
0.0,0.005810954853350755
0.0,0.0058969157239624525
0.0,0.005931300072207131
0.0,0.00598287659457415
0.0,0.006017260942818829
0.0,0.006103221813430527
0.0,0.006154798335797545
0.0,0.006240759206409242
0.0,0.006275143554653921
0.0,0.0068081009524464465
0.0,0.006842485300691125
0.0,0.006859677474813465
0.0,0.006894061823058144
0.0,0.006962830519547502
0.0,0.006997214867792181
0.0,0.0071003679125262184
0.0,0.007134752260770897
0.0,0.007203520957260255
0.0,0.007272289653749613
0.0,0.007341058350238972
0.0,0.0073754426984836505
0.0,0.007444211394973008
0.0,0.007512980091462366
0.0,0.0077192861809304405
0.0,0.007753670529175119
0.0,0.007874015748031496
0.0,0.007908400096276176
0.0,0.007942784444520854
0.0,0.007977168792765534
0.0,0.00806312966337723
0.0,0.00809751401162191
0.0,0.008131898359866588
0.0,0.008166282708111268
0.0,0.008269435752845306
0.0,0.008303820101089984
0.0,0.008544510538802737
0.0,0.008578894887047417
0.0,0.00878520097651549
0.0,0.008836777498882509
0.0,0.008871161847127189
0.0,0.009025891414228243
0.0,0.009060275762472923
0.0,0.009094660110717601
0.0,0.00914623663308462
0.0,0.0091806209813293
0.0,0.009215005329573978
0.0,0.009335350548430354
0.0,0.009369734896675034
0.0,0.00945569576728673
0.0,0.00949008011553141
0.0,0.009593233160265446
0.0,0.009627617508510126
0.0,0.009644809682632465
0.0,0.009747962727366503
0.0,0.009765154901488842
0.0,0.0098339235979782
0.0,0.009902692294467559
0.0,0.009937076642712237
0.0,0.009988653165079256
0.0,0.010023037513323936
0.0,0.010091806209813294
0.0,0.010143382732180312
0.0,0.010452841866382423
0.0,0.010487226214627101
0.0,0.01053880273699412
0.0,0.010641955781728158
0.0,0.010693532304095177
0.0,0.010727916652339855
0.0,0.010762301000584534
0.0,0.010796685348829212
0.0,0.01093422274180793
0.0,0.011002991438297288
0.0,0.011020183612419627
0.0,0.011054567960664306
0.0,0.011123336657153664
0.0,0.011174913179520683
0.0,0.011192105353643022
0.0,0.0112264897018877
0.0,0.011484372313722794
0.0,0.011518756661967472
0.0,0.011535948836089813
0.0,0.01157033318433449
0.0,0.01162190970670151
0.0,0.011690678403190867
0.0,0.011811023622047244
0.0,0.011879792318536602
0.0,0.011896984492658942
0.0,0.01193136884090362
0.0,0.012172059278616374
0.0,0.012206443626861053
0.0,0.01225802014922807
0.0,0.01229240449747275
0.0,0.012481518412818485
0.0,0.012515902761063165
0.0,0.012756593198775918
0.0,0.012808169721142936
0.0,0.012842554069387615
0.0,0.012876938417632294
0.0,0.012911322765876972
0.0,0.013031667984733349
0.0,0.013066052332978029
0.0,0.013169205377712066
0.0,0.013237974074201424
0.0,0.01340989581542482
0.0,0.013444280163669498
0.0,0.013616201904892893
0.0,0.013650586253137571
0.0,0.01370216277550459
0.0,0.01373654712374927
0.0,0.013753739297871609
0.0,0.013805315820238627
0.0,0.013839700168483307
0.0,0.0140116219097067
0.0,0.01404600625795138
0.0,0.0140975827803184
0.0,0.014183543650930096
0.0,0.014217927999174776
0.0,0.014269504521541795
0.0,0.014303888869786473
0.0,0.014458618436887529
0.0,0.014510194959254548
0.0,0.014561771481621567
0.0,0.014630540178110924
0.0,0.014871230615823678
0.0,0.014905614964068356
0.0,0.014957191486435375
0.0,0.014991575834680054
0.0,0.015043152357047071
0.0,0.015111921053536431
0.0,0.015146305401781109
0.0,0.015180689750025789
0.0,0.015232266272392807
0.0,0.015266650620637486
0.0,0.015318227143004504
0.0,0.015369803665371523
0.0,0.015404188013616201
0.0,0.015421380187738542
0.0,0.01545576453598322
0.0,0.015507341058350239
0.0,0.015576109754839597
0.0,0.015610494103084276
0.0,0.015644878451328954
0.0,0.015713647147818314
0.0,0.015748031496062992
0.0,0.01590276106316405
0.0,0.015937145411408726
0.0,0.016005914107898086
0.0,0.016040298456142764
0.0,0.016091874978509783
0.0,0.01612625932675446
0.0,0.01619502802324382
0.0,0.016332565416222536
0.0,0.016401334112711892
0.0,0.016418526286834233
0.0,0.01647010280920125
0.0,0.01652167933156827
0.0,0.01655606367981295
0.0,0.016676408898669327
0.0,0.016710793246914005
0.0,0.016745177595158683
0.0,0.0167967541175257
0.0,0.01684833063989272
0.0,0.0168827149881374
0.0,0.01691709933638208
0.0,0.016951483684626758
0.0,0.0169686758587491
0.0,0.017037444555238455
0.0,0.017054636729360795
0.0,0.017089021077605474
0.0,0.017157789774094833
0.0,0.01719217412233951
0.0,0.01724375064470653
0.0,0.017278134992951208
0.0,0.01755320977890864
0.0,0.01758759412715332
0.0,0.017656362823642677
0.0,0.017707939346009696
0.0,0.017759515868376714
0.0,0.017793900216621392
0.0,0.01794862978372245
0.0,0.018017398480211808
0.0,0.018068975002578827
0.0,0.018103359350823505
0.0,0.018154935873190524
0.0,0.018189320221435202
0.0,0.01830966544029158
0.0,0.018378434136780936
